club_name,name,wage,age,pace,shooting,passing,dribbling,position,joined,contract,nationality,preferred_foot,international_reputation
Royal Antwerp FC,Michael Frey,17000,26,62,74,61,66,ST,2021-07-01,2024,Switzerland,Right,1
Panathinaikos FC,Dimitrios Kourmpelis,600,27,75,52,63,67,RES,2017-01-01,2023,Greece,Right,1
Newcastle Jets,Olivier Junior Boumal,3000,31,85,66,68,72,SUB,2021-08-18,2022,Cameroon,Left,1
Sport-Club Freiburg,Lukas KÃ¼bler,18000,28,75,45,57,62,SUB,2015-07-01,2022,Germany,Right,1
Bologna,Mitchell Dijks,21000,28,67,40,65,65,SUB,2018-07-01,2023,Netherlands,Left,1
Ã‡aykur Rizespor,Rasmus Sebastian HolmÃ©n,11000,29,55,36,49,51,LCB,2021-07-01,2023,Sweden,Right,1
Holstein Kiel,Alexander MÃ¼hling,18000,28,62,69,71,74,RCM,2016-07-01,2023,Germany,Right,1
Oud-Heverlee Leuven,Siebe Schrijvers,11000,24,68,72,72,73,SUB,2021-01-15,2024,Belgium,Right,1
AZ Alkmaar,Timo Letschert,8000,28,52,57,63,60,RCB,2020-09-07,2023,Netherlands,Right,1
Granada CF,JoaquÃ­n JosÃ© MarÃ­n Ruiz,15000,31,73,60,65,71,SUB,2017-07-01,2023,Spain,Right,1
Nashville SC,Hany Mukhtar,7000,26,78,65,70,75,CAM,2020-01-01,2025,Germany,Right,1
PAOK,Thomas Murg,1000,26,80,70,70,74,SUB,2020-10-05,2024,Austria,Left,1
Bologna,Ibrahima M'baye,20000,26,68,49,64,68,SUB,2015-01-23,2023,Senegal,Right,1
Feyenoord,JoÃ£o Carlos VilaÃ§a Teixeira,9000,28,68,66,70,74,SUB,2020-09-04,2022,Portugal,Right,1
Fortuna DÃ¼sseldorf,Kristoffer Paul Peterson,18000,26,82,73,66,75,LM,2020-10-05,2023,Sweden,Right,1
Genoa,Abdoulaye TourÃ©,12000,27,39,56,59,58,RES,2021-08-31,2025,France,Right,1
Kawasaki Frontale,JoÃ£o Felipe Schmidt Urbano,9000,28,48,60,70,68,CDM,2021-01-09,2022,Brazil,Left,1
Royal Antwerp FC,Birger Danny Verstraete,14000,27,68,60,71,72,RDM,2021-07-01,2024,Belgium,Right,1
CÃ¡diz CF,JosÃ© MarÃ­a MartÃ­n-Bejarano Serrano,19000,33,65,60,67,66,RDM,2016-08-16,2022,Spain,Right,1
Sheffield United,Ben Osborn,19000,26,71,65,71,72,SUB,2019-07-26,2022,England,Left,1
Blackburn Rovers,Darragh Lenihan,27000,27,67,46,56,58,RCB,2012-06-01,2022,Republic of Ireland,Right,1
Benevento,Gianluca Lapadula Vargas,14000,31,72,71,57,74,ST,2020-09-02,2023,Peru,Left,2
Fiorentina,Marco Benassi,33000,26,55,70,71,75,SUB,2017-08-09,2024,Italy,Right,2
Lazio,Riza Durmisi,32000,27,75,61,70,72,SUB,2018-06-01,2023,Denmark,Left,1
Piast Gliwice,Damian KÄ…dzior,8000,29,75,68,71,72,SUB,2021-07-19,2024,Poland,Left,1
1. FC KÃ¶ln,Rafael Czichos,18000,31,59,48,59,62,LCB,2018-07-01,2022,Germany,Left,1
1. FC Union Berlin,Andreas Voglsammer,22000,29,79,74,65,69,SUB,2021-07-01,2025,Germany,Right,1
Chicago Fire Football Club,Robert BeriÄ‡,7000,30,57,72,64,66,LS,2020-01-20,2021,Slovenia,Right,2
Birmingham City,JÃ©rÃ©mie Bela,18000,28,91,70,63,74,LM,2019-11-06,2022,Angola,Right,1
AC Sparta Praha,Casper HÃ¸jer Nielsen,750,26,77,68,72,69,LB,2021-07-01,2024,Denmark,Left,1
GÃ¶ztepe SK,Adis JahoviÄ‡,12000,34,65,73,50,65,ST,2021-01-31,2022,North Macedonia,Right,1
FC Midtjylland,Pione Sisto Ifolo Emirmija,21000,26,70,70,70,78,LW,2020-09-07,2024,Denmark,Right,1
KV Mechelen,Nikola Storm,11000,26,76,67,68,72,SUB,2018-07-01,2026,Belgium,Right,1
Universitatea Craiova,Dan Nicolae Nistor,12000,33,63,67,72,70,CM,2020-01-21,2022,Romania,Right,1
SC Braga,Iuri JosÃ© PicanÃ§o Medeiros,11000,26,74,65,70,79,SUB,2020-08-03,2026,Portugal,Left,2
Hamburger SV,Jonas Meffert,10000,26,54,48,64,66,CDM,2021-07-01,2024,Germany,Right,1
New York City FC,Maxime Chanot,6000,31,51,49,48,50,RCB,2016-07-16,2026,Luxembourg,Right,1
Puebla FC,Fernando Luis Aristeguieta de Luca,8000,29,51,73,55,67,ST,2021-07-01,2026,Venezuela,Right,1
Seongnam FC,ê¶Œê²½ì› æƒæ•¬æº,5000,29,64,39,61,60,LCB,2021-07-15,2021,Korea Republic,Left,1
FÃºtbol Club JuÃ¡rez,Diego Alejandro Rolan Silva,10000,28,78,69,70,73,ST,2021-08-17,2026,Uruguay,Right,2
1. FC Union Berlin,Levin Mete Ã–ztunali,20000,25,81,68,67,74,LCM,2021-07-01,2026,Germany,Right,1
New York City FC,Ismael Tajouri-Shradi,7000,27,82,70,64,75,RM,2018-02-07,2021,Libya,Left,1
Toronto FC,Jonathan Osorio,7000,29,60,68,70,74,RM,2013-02-26,2022,Canada,Right,1
Aarhus GF,Nicolai SÃ¸berg Poulsen,11000,27,61,45,66,65,CM,2019-06-17,2024,Denmark,Right,1
Arsenal de SarandÃ­,Alan Nahuel Ruiz,9000,27,54,72,74,75,RS,2020-11-03,2021,Argentina,Left,2
Middlesbrough,Patrick James Coleman McNair,19000,26,63,62,65,67,RCM,2018-06-26,2022,Northern Ireland,Right,1
Club Atlas,Aldo Paul Rocha GonzÃ¡lez,11000,28,70,64,70,72,RCM,2021-01-01,2021,Mexico,Right,1
FC Arouca,ArsÃ©nio Martins Lafuente Nunes,6000,31,74,66,68,74,LW,2021-01-01,2023,Portugal,Right,1
IFK NorrkÃ¶ping,Alexander Martin Fransson,6000,27,68,64,68,72,RCM,2018-07-15,2021,Sweden,Right,1
BrÃ¸ndby IF,Mikael Uhre,13000,26,89,69,50,68,LS,2018-07-01,2022,Denmark,Right,1
Club Deportivo Palestino,Cristian Fernando Suarez Figueroa,4000,34,70,38,62,62,RCB,2021-02-19,2021,Chile,Right,1
Urawa Red Diamonds,Kasper Junker,11000,27,85,71,56,68,ST,2021-04-01,2022,Denmark,Left,1
Genoa,Davide Biraschi,12000,26,58,35,56,62,RCB,2016-08-31,2022,Italy,Right,1
AtlÃ©tico Nacional,Yerson Candelo Miranda,2000,29,82,65,70,74,RB,2018-07-24,2023,Colombia,Right,1
Club Libertad,Daniel Eduardo Bocanegra OrtÃ­z,850,34,67,55,68,65,SUB,2020-01-15,2021,Colombia,Right,1
Deportivo Toluca,Claudio AndrÃ©s Baeza Baeza,14000,27,69,67,69,72,RCM,2021-01-01,2024,Chile,Right,1
Junior FC,Fredy Hinestroza Arias,3000,31,90,63,67,74,LM,2019-01-08,2026,Colombia,Left,1
Junior FC,Marlon Javier Piedrahita LondoÃ±o,2000,36,73,63,70,70,SUB,2017-06-21,2021,Colombia,Right,1
Argentinos Juniors,Lucas HernÃ¡n Villalba,10000,26,82,56,69,70,LCB,2021-02-11,2024,Argentina,Left,1
Panathinaikos FC,Lucas MartÃ­n VillafÃ¡Ã±ez,700,29,76,67,71,74,LW,2020-08-06,2022,Argentina,Right,1
Gimnasia y Esgrima La Plata,Brahian Milton AlemÃ¡n Athaydes,13000,31,72,71,74,72,LCM,2019-08-03,2022,Uruguay,Left,1
Club AtlÃ©tico LanÃºs,Diego Luis Braghieri,12000,34,58,49,50,56,SUB,2021-07-01,2023,Argentina,Left,1
Damac FC,Emilio JosÃ© Zelaya,17000,33,72,75,58,63,ST,2020-01-17,2023,Argentina,Right,1
Newell's Old Boys,Pablo Javier PÃ©rez,9000,35,56,66,73,71,SUB,2020-02-08,2021,Argentina,Right,1
Argentinos Juniors,Enzo Maximiliano Kalinski,10000,34,60,51,70,69,SUB,2021-06-09,2022,Argentina,Right,1
San Lorenzo de Almagro,Alejandro CÃ©sar Donatti,10000,34,40,59,53,52,RCB,2020-01-03,2021,Argentina,Right,1
VÃ©lez Sarsfield,Leonardo Rafael Jara,10000,30,70,51,65,69,SUB,2021-07-26,2022,Argentina,Right,1
Middlesbrough,Darnell Fisher,19000,27,79,26,52,65,SUB,2021-01-29,2023,England,Right,1
CA Osasuna,Unai GarcÃ­a Lugea,18000,28,60,41,59,54,RCB,2011-07-01,2023,Spain,Left,1
DSC Arminia Bielefeld,CÃ©dric Brunner,16000,27,74,56,62,65,RB,2018-07-01,2022,Switzerland,Right,1
Boavista FC,Filipe Miguel Neves Ferreira,10000,30,72,53,65,68,SUB,2021-07-12,2022,Portugal,Left,1
Shakhtar Donetsk,Marlon Santos da Silva Barbosa,650,25,64,44,59,66,RCB,2021-07-01,2026,Brazil,Right,1
Al Hazem,Sergio Carlos Strandberg,16000,25,82,73,53,63,ST,2019-08-30,2022,Sweden,Left,1
Club AtlÃ©tico PeÃ±arol,DamiÃ¡n Marcelo Musto,850,34,44,49,65,61,SUB,2021-04-10,2021,Argentina,Right,1
AJ Auxerre,RÃ©my Dugimont,5000,35,59,75,70,71,SUB,2018-08-13,2023,France,Right,1
PSV,Phillipp Mwene,12000,27,78,43,61,71,RB,2021-07-01,2024,Austria,Right,1
Royal Antwerp FC,Pieter Gerkens,15000,26,57,70,70,70,LDM,2020-08-12,2023,Belgium,Right,1
Damac FC,Domagoj AntoliÄ‡,16000,30,60,69,74,69,SUB,2021-01-18,2023,Croatia,Right,1
Changchun Yatai FC,Erik Nascimento de Lima,9000,26,83,72,65,74,LM,2021-02-01,2023,Brazil,Right,1
Orlando Pirates,Deon Hotto Kavendji,850,30,81,73,73,71,LW,2020-09-21,2024,Namibia,Left,1
Yukatel Kayserispor,Carlos Manuel Cardoso ManÃ©,12000,27,88,68,65,78,SUB,2021-08-13,2024,Portugal,Right,1
Club Atlas,JosÃ© Javier Abella Fanjul,10000,27,73,49,63,62,SUB,2020-01-01,2022,Mexico,Right,1
F.C. KÃ¸benhavn,Lukas Reiff Lerager,15000,27,55,66,68,68,SUB,2021-07-01,2022,Denmark,Right,1
Reading,Josh Laurent,19000,26,77,60,64,70,LDM,2020-07-28,2022,England,Right,1
Los Angeles FC,Cristian Daniel Arango Duque,7000,26,74,72,64,72,ST,2021-08-02,2026,Colombia,Right,1
APOEL Nicosia FC,Jack Byrne,1000,25,75,68,72,73,SUB,2021-01-04,2023,Republic of Ireland,Right,1
Damac FC,Sergio Javier Vittor,14000,32,45,61,66,62,LCB,2020-10-24,2022,Argentina,Right,1
Club Brugge KV,JosÃ© Heriberto Izquierdo Mena,18000,28,80,68,67,76,SUB,2021-08-31,2022,Colombia,Right,2
Real Betis BalompiÃ©,VÃ­ctor Camarasa Ferrando,16000,27,58,72,72,73,SUB,2017-07-01,2022,Spain,Right,1
Clermont Foot 63,CÃ©dric Hountondji,13000,27,41,33,52,56,RCB,2019-07-05,2023,Benin,Right,1
CÃ¡diz CF,Marcos Mauro LÃ³pez GutiÃ©rrez,19000,30,55,42,55,54,SUB,2017-07-12,2022,Argentina,Right,1
Venezia FC,Mattia Aramu,15000,26,74,63,70,74,RES,2019-07-15,2022,Italy,Left,1
Parma,Gennaro Tutino,21000,24,77,72,71,75,ST,2015-07-15,2024,Italy,Right,1
Independiente del Valle,JÃºnior Nazareno Sornoza Moreira,850,27,72,68,72,72,LM,2021-07-13,2026,Ecuador,Right,1
Real Zaragoza,Juan JosÃ© NarvÃ¡ez Solarte,9000,26,78,73,66,74,LS,2020-09-04,2023,Colombia,Right,1
GaziÅŸehir Gaziantep F.K.,Ahmed El Messaoudi,11000,25,65,71,66,75,SUB,2019-08-15,2022,Morocco,Right,1
Heracles Almelo,Rai Vloet,7000,26,66,73,70,70,CAM,2020-07-01,2023,Netherlands,Right,1
VÃ©lez Sarsfield,GerÃ³nimo GastÃ³n Poblete,11000,28,67,51,65,68,SUB,2021-02-20,2021,Argentina,Right,1
AFC Bournemouth,Jack Stacey,21000,25,75,55,66,70,SUB,2019-07-08,2023,England,Right,1
Al Hilal,Mohammed Ibrahim Al Burayk,25000,28,80,57,71,69,RB,2014-07-01,2022,Saudi Arabia,Right,1
FC Dallas,Ryan Hollingshead,6000,30,58,63,66,69,LB,2013-12-09,2021,United States,Right,1
CD Tenerife,MatÃ­as Nahuel Leiva Esquivel,7000,24,83,70,68,73,SUB,2019-08-30,2022,Spain,Right,1
Fortuna DÃ¼sseldorf,Marcel Sobottka,16000,27,71,57,63,66,RDM,2015-07-17,2022,Germany,Right,1
VfB Stuttgart,Erik Thommy,19000,26,76,70,71,75,RES,2018-01-18,2022,Germany,Right,1
FC Augsburg,Carlos Armando Gruezo Arboleda,16000,26,61,46,61,67,SUB,2019-07-02,2024,Ecuador,Right,1
Swansea City,Jay Fulton,19000,27,65,55,62,68,RCM,2014-01-31,2024,Scotland,Right,1
Inter Miami CF,Lewis Morgan,6000,24,84,65,69,72,RM,2020-01-31,2021,Scotland,Right,1
LASK Linz,Peter Michorl,19000,26,67,66,75,72,LCM,2015-07-01,2024,Austria,Left,1
Club AtlÃ©tico LanÃºs,Leonel Di PlÃ¡cido,12000,27,86,60,63,74,SUB,2017-08-27,2022,Argentina,Right,1
Shanghai Shenhua FC,æ›¹èµŸå®š,12000,31,84,64,71,70,LM,2011-02-01,2022,China PR,Right,1
Yukatel Kayserispor,Bernard Mensah,11000,26,77,70,71,74,CAM,2019-07-22,2022,Ghana,Right,1
1. FC Heidenheim 1846,Oliver HÃ¼sing,17000,28,47,32,46,50,LCB,2019-07-01,2022,Germany,Right,1
SpVgg Greuther FÃ¼rth,Sebastian Griesbeck,16000,30,64,47,60,56,CDM,2021-08-31,2026,Germany,Right,1
Pohang Steelers,ê°•ìƒìš° å§œç¥¥ä½‘,6000,27,82,64,70,68,LB,2014-01-01,2021,Korea Republic,Right,1
Preston North End,Ryan Ledson,19000,23,64,55,70,66,LCM,2018-05-17,2023,England,Right,1
Lecce,Alexis Blin,3000,24,40,55,66,64,CM,2021-06-23,2024,France,Right,1
Vissel Kobe,å±±å£ è›,7000,30,77,68,68,70,LCM,2019-01-05,2022,Japan,Right,1
Ä°stanbul BaÅŸakÅŸehir FK,Ã–mer Ali Åžahiner,26000,29,81,67,68,73,RB,2021-01-26,2023,Turkey,Right,1
1. FC KÃ¶ln,Jorge MerÃ© PÃ©rez,15000,24,68,30,53,64,RCB,2017-07-20,2023,Spain,Right,1
Club Libertad,Cristian Javier BÃ¡ez,850,30,70,54,65,66,RCB,2021-01-10,2023,Paraguay,Right,1
Club AtlÃ©tico HuracÃ¡n,Franco SebastiÃ¡n Cristaldo,9000,24,75,67,69,73,LCM,2020-08-12,2022,Argentina,Right,1
KasimpaÅŸa SK,Yusuf ErdoÄŸan,12000,28,90,68,65,75,RM,2019-07-13,2022,Turkey,Left,1
NÃ®mes Olympique,Anthony BrianÃ§on,6000,26,52,47,57,53,RES,2014-07-01,2022,France,Right,1
Queens Park Rangers,Robert Dickie,12000,25,54,44,51,59,RCB,2020-09-01,2024,England,Right,1
Club Tijuana,Cristian Jonatan Ortiz,18000,28,76,69,67,71,SUB,2021-07-10,2026,Argentina,Right,1
FCSB (Steaua),Florin Lucian TÄƒnase,14000,26,75,72,71,70,RES,2016-08-08,2022,Romania,Right,1
Godoy Cruz,Nelson Fernando Acevedo,9000,32,64,55,74,72,LDM,2021-07-07,2022,Argentina,Right,1
NÃ®mes Olympique,Pablo Martinez,6000,32,62,45,63,68,LCB,2019-07-01,2022,France,Left,1
Clube Sport MarÃ­timo,IvÃ¡n Rossi,8000,27,69,52,64,66,LCM,2021-07-15,2022,Argentina,Left,1
Hannover 96,Sebastian Ernst,20000,26,74,60,69,75,LCM,2021-07-01,2024,Germany,Left,1
Club BolÃ­var,Alejandro Granell NoguÃ©,900,32,61,71,77,69,LCM,2020-10-06,2021,Spain,Left,1
FC Luzern,Marvin Schulz,11000,26,66,69,65,71,CDM,2017-07-10,2022,Germany,Right,1
West Bromwich Albion,Darnell Furlong,26000,25,74,36,60,69,RWB,2019-07-23,2025,England,Right,1
Incheon United FC,Stefan MugoÅ¡a,5000,29,64,74,51,68,LS,2018-02-08,2023,Montenegro,Right,1
Brentford,Sergi CanÃ³s TenÃ©s,30000,24,71,69,67,74,RWB,2017-01-31,2023,Spain,Right,1
Rosario Central,DamiÃ¡n Alberto MartÃ­nez,12000,31,74,65,64,72,RB,2020-01-24,2023,Argentina,Right,1
LASK Linz,Thomas Goiginger,22000,28,87,68,70,72,SUB,2017-07-01,2024,Austria,Right,1
Stade de Reims,Moussa Doumbia,18000,26,81,67,67,74,LW,2018-07-01,2022,Mali,Right,1
New England Revolution,Adam Buksa,6000,24,68,71,56,68,SUB,2020-01-01,2022,Poland,Left,1
Empoli,Leonardo Mancuso,35000,29,76,72,62,74,RS,2019-07-13,2023,Italy,Right,1
Amiens SC,Arnaud Lusamba,5000,24,71,65,72,76,RCM,2020-10-20,2022,France,Right,1
Derby County,Krystian Bielik,9000,23,59,45,64,69,SUB,2019-08-02,2024,Poland,Right,1
F.C. KÃ¸benhavn,Kevin Diks Bakarbessy,12000,24,75,52,59,69,RB,2021-07-05,2025,Netherlands,Right,1
Ä°ttifak Holding Konyaspor,Guilherme Haubert SityÃ¡,12000,31,82,44,68,70,LB,2020-01-20,2023,Brazil,Left,1
Deportivo AlavÃ©s,Mamadou Sylla Diallo,18000,27,76,72,61,71,SUB,2021-08-20,2024,Senegal,Right,1
1. FC Heidenheim 1846,Marnon Thomas Busch,16000,26,84,49,62,68,RB,2017-07-01,2023,Germany,Right,1
Clube Sport MarÃ­timo,Diederrick Joel Tagueu Tadjo,9000,27,70,70,58,70,SUB,2020-08-07,2022,Cameroon,Left,1
Changchun Yatai FC,Sergio AntÃ´nio Soler de Oliveira JÃºnior,8000,27,68,75,72,71,RM,2020-01-24,2021,Brazil,Left,1
Demir Grup Sivasspor,Ahmet OÄŸuz,13000,28,78,59,68,71,RB,2021-01-11,2022,Turkey,Right,1
PFC CSKA Moscow,Ilzat Akhmetov,25000,23,75,58,72,76,RDM,2018-07-26,2022,Russia,Right,1
West Bromwich Albion,Karlan Ahearne-Grant,29000,23,86,73,62,72,LW,2020-10-15,2026,England,Right,1
1. FC KÃ¶ln,Kingsley Ehizibue,18000,26,85,57,63,70,SUB,2019-07-01,2023,Nigeria,Right,1
Swansea City,Ryan Phelim Manning,18000,25,67,60,68,70,SUB,2020-10-16,2023,Republic of Ireland,Left,1
CD LeganÃ©s,Sabin Merino Zuloaga,11000,29,72,71,65,69,ST,2020-08-17,2022,Spain,Right,1
Genoa,Mohamed Salim Fares,12000,25,76,62,67,75,RES,2021-08-31,2026,Algeria,Left,1
Junior FC,FabiÃ¡n HÃ©ctor Sambueza,3000,32,75,66,73,73,SUB,2021-01-05,2022,Argentina,Right,1
Royale Union Saint-Gilloise,Bart Nieuwkoop,11000,25,76,43,65,66,SUB,2021-07-01,2024,Netherlands,Right,1
AtlÃ©tico Nacional,Baldomero Perlaza Perlaza,2000,29,58,51,59,61,LM,2019-07-08,2022,Colombia,Right,1
Club AtlÃ©tico Independiente,JoaquÃ­n Marcelo Laso,10000,30,64,41,51,55,SUB,2021-07-13,2022,Argentina,Right,1
Club AtlÃ©tico LanÃºs,VÃ­ctor Ignacio Malcorra,13000,33,75,65,73,75,LM,2021-07-01,2022,Argentina,Left,1
Racing Club,Mauricio Leonel MartÃ­nez,13000,28,63,54,64,64,SUB,2018-07-23,2022,Argentina,Right,1
SC Heerenveen,Henk Veerman,8000,30,73,71,47,58,ST,2020-08-28,2023,Netherlands,Right,1
Club Libertad,Diego Francisco Viera Ruiz DÃ­az,850,30,33,27,44,49,SUB,2019-07-01,2022,Paraguay,Right,1
BSC Young Boys,Theoson-Jordan Siebatcheu Pefok,13000,25,66,71,59,70,LS,2021-07-01,2024,United States,Right,1
FC Utrecht,Bart Ramselaar,13000,25,83,67,66,75,LW,2019-08-24,2022,Netherlands,Right,1
RSC Anderlecht,Joshua Jon Cullen,14000,25,69,55,71,71,RDM,2020-10-05,2023,Republic of Ireland,Right,1
Melbourne Victory,Christopher James Ikonomidis,8000,26,80,68,66,74,RM,2021-07-21,2024,Australia,Right,1
FC Lorient,Julien Laporte,13000,27,51,27,44,51,CB,2019-07-08,2023,France,Right,1
Barnsley,Mads Juel Andersen,24000,23,47,34,45,50,SUB,2019-06-21,2023,Denmark,Right,1
1. FC Union Berlin,Grischa PrÃ¶mel,21000,26,65,64,66,70,RES,2017-07-01,2022,Germany,Right,1
VfL Bochum 1848,Gerrit Holtmann,18000,26,94,64,63,70,LM,2020-08-24,2023,Philippines,Left,1
FC St. Gallen 1879,Lukas Maria GÃ¶rtler,9000,27,68,65,72,70,RCM,2019-07-08,2026,Germany,Right,1
Watford,Francisco AndrÃ©s Sierralta Carvallo,27000,24,53,30,50,53,LCB,2020-09-09,2023,Chile,Right,1
Blackburn Rovers,Ryan Nyambe,24000,23,81,33,58,69,RB,2015-07-01,2022,Namibia,Right,1
RC Celta de Vigo,Kevin VÃ¡zquez ComesaÃ±a,16000,28,68,53,65,65,SUB,2011-07-01,2023,Spain,Right,1
Vissel Kobe,æ­¦è—¤ å˜‰ç´€,9000,28,78,71,66,76,RS,2021-08-07,2023,Japan,Right,1
FC Lokomotiv Moscow,Dmitriy Zhivoglyadov,29000,27,76,51,62,68,SUB,2019-07-01,2023,Russia,Right,1
Girona FC,Aleix GarcÃ­a Serrano,8000,24,65,67,72,74,RCM,2021-07-23,2023,Spain,Right,1
Jeonbuk Hyundai Motors,Stanislav Iljutcenko,10000,30,74,72,51,66,ST,2021-01-18,2022,Russia,Right,1
Clermont Foot 63,Jason Berthomier,14000,31,69,69,75,74,CAM,2019-01-02,2022,France,Left,1
Puebla FC,Christian Alejandro TabÃ³ Hornos,7000,27,86,66,63,75,RW,2018-07-01,2022,Uruguay,Right,1
Al Batin,Youssef El Jebli,13000,28,66,69,75,74,CAM,2020-09-23,2022,Morocco,Right,1
Crotone,Vasile MogoÈ™,10000,28,83,60,63,65,SUB,2021-08-10,2024,Romania,Right,1
Tottenham Hotspur,Joe Rodon,40000,23,58,29,49,57,RES,2020-10-16,2025,Wales,Right,1
Antalyaspor,Amilton Minervino da Silva,13000,31,88,68,63,72,LM,2019-07-09,2022,Brazil,Right,1
Vancouver Whitecaps FC,CristiÃ¡n AndrÃ©s DÃ¡jome Arboleda,7000,27,83,64,62,72,RW,2020-01-17,2021,Colombia,Right,1
Club AmÃ©rica,NicolÃ¡s Benedetti Roa,27000,24,73,67,68,74,SUB,2019-01-31,2023,Colombia,Right,1
Yeni Malatyaspor,Benjamin Tetteh,11000,23,78,67,53,70,LS,2021-07-14,2025,Ghana,Right,1
FC Girondins de Bordeaux,Enock Kwateng,14000,24,63,37,63,69,SUB,2019-07-01,2023,France,Right,1
Clube AtlÃ©tico Mineiro,Heitor Edvaldo Barreto Gesser,21000,25,78,55,66,64,SUB,2021-07-05,2024,Brazil,Left,1
GrÃªmio,Alam Cristian AraÃºjo Martins,19000,29,73,51,64,67,SUB,2021-07-08,2024,Brazil,Left,1
Fluminense,Fabiano Elton Sonta Pessoa,16000,29,46,41,56,53,LCB,2021-07-07,2024,Brazil,Right,1
SÃ£o Paulo,Ailton Jonas ValpaÃ§os Salazar,24000,29,64,58,60,63,RCB,2021-08-13,2024,Brazil,Right,1
Flamengo,Guto RamÃ³n Milazar Coimbra,24000,29,73,40,61,64,SUB,2021-07-07,2024,Brazil,Left,1
Club Athletico Paranaense,SebastiÃ£o Erick Couteira BaÃ­a,9000,21,74,62,72,74,LM,2021-07-07,2024,Brazil,Right,1
Fortaleza,KauÃ£ Ricardo Abranches SimÃµes,10000,25,84,64,67,73,RM,2021-06-30,2024,Brazil,Right,1
Internacional,Gustavo Rafael Lobateiro Gomes,14000,21,77,65,68,72,SUB,2021-07-08,2024,Brazil,Left,1
Clube AtlÃ©tico Mineiro,Evandro SÃ©rgio Rochedo Paulino,25000,25,55,75,60,70,SUB,2021-07-05,2024,Brazil,Right,1
Bahia,Santiago AndrÃ© da Bruma Reis,11000,25,86,70,73,76,RW,2021-06-30,2024,Brazil,Right,1
CuiabÃ¡,Jorge Pietro Teixeira Lima,8000,21,73,50,63,67,LCB,2021-07-08,2024,Brazil,Right,1
Clube AtlÃ©tico Mineiro,Alam Cristian Boas Anjos,21000,25,60,39,62,66,SUB,2021-07-05,2024,Brazil,Right,1
Santos,FlÃ¡vio Raphael Rebeilo Mestres,18000,29,79,44,61,71,LB,2021-07-08,2024,Brazil,Left,1
Fortaleza,Tony Josimar Mutto AbrÃ£o,9000,25,69,48,64,64,RB,2021-06-30,2024,Brazil,Right,1
CuiabÃ¡,Durval Murilo DutrÃ­a Pereira,13000,29,68,69,70,71,CDM,2021-07-08,2024,Brazil,Right,1
Flamengo,Deiverson Breno Kaio de Freitas,19000,37,81,71,71,75,SUB,2021-07-07,2024,Brazil,Left,1
RB Bragantino,Ã‰der Marvin Oliveira SimÃ£o,12000,29,56,46,59,51,SUB,2021-07-05,2024,Brazil,Right,1
Santos,M. Vanderlei Paulino Kenedy,12000,21,62,46,57,57,LCB,2021-07-08,2024,Brazil,Right,1
SÃ£o Paulo,Igor Paolo Madinha EustÃ¡quio,24000,25,94,61,63,73,SUB,2021-07-08,2024,Brazil,Right,1
Bahia,Pietro MaurÃ­cio Mendes Abranches,10000,25,80,69,73,74,ST,2021-06-30,2024,Brazil,Left,1
Sport Club Corinthians Paulista,Timoteo Samuel Triano Branco,18000,25,48,46,67,64,LDM,2021-07-07,2024,Brazil,Right,1
Sport Club Corinthians Paulista,AntÃ´nio Felipe Macedo Calegari,17000,37,66,70,62,65,SUB,2021-07-07,2024,Brazil,Right,1
Juventude,Miguel Edson Pimenta Baia,11000,21,65,55,69,67,RDM,2021-07-08,2024,Brazil,Left,1
AtlÃ©tico Clube Goianiense,Durval HÃ©lton Vieira Aldair,10000,29,68,45,62,67,LDM,2021-06-30,2024,Brazil,Left,1
CearÃ¡ Sporting Club,Kelivelson Vaz Laranjeiras,9000,25,70,47,66,62,SUB,2021-07-07,2024,Brazil,Right,1
Santos,Manuel Leonardo ConceiÃ§Ã£o Paes,14000,21,69,64,73,73,SUB,2021-07-08,2024,Brazil,Left,1
Santos,Marcos Alam Bastos Domingues,20000,29,62,65,72,73,RW,2021-07-08,2024,Brazil,Left,1
Fluminense,FÃ¡bio Kel Melo FeijÃ³,16000,25,46,73,75,75,CAM,2021-07-07,2024,Brazil,Right,1
Palmeiras,Dersan Jaime Dinis Abravanel,28000,29,78,66,69,67,SUB,2021-07-08,2024,Brazil,Right,1
Juventude,Jacson JoÃ£o Zonta Filho,17000,25,73,61,72,74,LAM,2021-07-08,2024,Brazil,Right,1
Internacional,HÃ©lton Luiz Celanova Vieira,21000,29,53,76,60,67,ST,2021-07-08,2024,Brazil,Left,1
Palmeiras,GÃ©rson FÃ¡bio Noalha Rochela,28000,29,76,76,58,75,SUB,2021-07-08,2024,Brazil,Left,1
GrÃªmio,Matheus Jadson Vidigal Morais,23000,29,77,76,57,64,ST,2021-07-08,2024,Brazil,Right,1
RB Bragantino,Vicemte Ernesto TÃ³foli Laranjeiras,13000,25,79,71,63,75,LW,2021-07-05,2024,Brazil,Left,1
RB Bragantino,Leandro Freddy VivenÃ§o Morais,11000,21,75,76,59,75,SUB,2021-07-05,2024,Brazil,Right,1
Fluminense,Hugo Adryan RubiÃ£es Chaves,15000,25,67,61,61,69,RDM,2021-07-07,2024,Brazil,Right,1
TSG Hoffenheim,Mijat GaÄ‡inoviÄ‡,23000,26,75,60,70,78,SUB,2020-08-04,2024,Serbia,Right,1
Boavista FC,Gustavo Affonso Sauerbeck,13000,28,68,69,70,76,RW,2019-01-23,2023,Brazil,Left,1
